,id,category,car_make,car_model,car_year,section_width,aspect_ratio,rim_size,created_at,updated_at,width,diameter
24510,726946,SUV,HYUNDAI,SONATA,2003,205,65,R15,2022-12-01 16:28:00,,205,R15
24511,726947,SUV,HYUNDAI,SONATA,2003,205,60,R16,2022-12-01 16:28:00,,205,R16
24512,726948,SUV,HYUNDAI,SONATA,2003,205,55,R17,2022-12-01 16:28:00,,205,R17
24513,726949,SUV,HYUNDAI,SONATA,2003,215,50,R17,2022-12-01 16:28:00,,215,R17
24514,726950,SUV,HYUNDAI,SONATA,2003,225,50,R17,2022-12-01 16:28:00,,225,R17
24515,726951,SUV,HYUNDAI,SONATA,2002,205,65,R15,2022-12-01 16:28:00,,205,R15
24516,726952,SUV,HYUNDAI,SONATA,2002,205,60,R16,2022-12-01 16:28:00,,205,R16
24517,726953,SUV,HYUNDAI,SONATA,2002,205,55,R17,2022-12-01 16:28:00,,205,R17
24518,726954,SUV,HYUNDAI,SONATA,2002,215,50,R17,2022-12-01 16:28:00,,215,R17
24519,726955,SUV,HYUNDAI,SONATA,2002,225,50,R17,2022-12-01 16:28:00,,225,R17
24520,726956,SUV,HYUNDAI,SONATA,2001,205,60,R15,2022-12-01 16:28:00,2022-12-07 12:08:00,205,R15
24521,726957,SUV,HYUNDAI,SONATA,2001,205,55,R16,2022-12-01 16:28:00,2022-12-07 12:08:00,205,R16
24522,726958,SUV,HYUNDAI,SONATA,2001,205,55,R16,2022-12-01 16:28:00,,205,R16
24523,726959,SUV,HYUNDAI,SONATA,2001,225,50,R16,2022-12-01 16:28:00,,225,R16
24524,726960,SUV,HYUNDAI,SONATA,2001,205,65,R15,2022-12-01 16:28:00,,205,R15
24525,726961,SUV,HYUNDAI,SONATA,2001,205,60,R16,2022-12-01 16:28:00,,205,R16
24526,726962,SUV,HYUNDAI,SONATA,2001,205,55,R17,2022-12-01 16:28:00,,205,R17
24527,726963,SUV,HYUNDAI,SONATA,2001,215,50,R17,2022-12-01 16:28:00,,215,R17
24528,726964,SUV,HYUNDAI,SONATA,2000,205,60,R15,2022-12-01 16:28:00,2022-12-07 12:08:00,205,R15
24529,726965,SUV,HYUNDAI,SONATA,2000,205,55,R16,2022-12-01 16:28:00,2022-12-07 12:08:00,205,R16
24530,726966,SUV,HYUNDAI,SONATA,2000,205,55,R16,2022-12-01 16:28:00,,205,R16
24531,726967,SUV,HYUNDAI,SONATA,2000,225,50,R16,2022-12-01 16:28:00,,225,R16
24532,726968,SUV,HYUNDAI,SONATA,2000,195,70,R14,2022-12-01 16:28:00,,195,R14
24533,726969,SUV,HYUNDAI,SONATA,2000,205,60,R15,2022-12-01 16:28:00,,205,R15
24534,726970,SUV,HYUNDAI,SONATA,2000,205,55,R16,2022-12-01 16:28:00,,205,R16
24535,726971,SUV,HYUNDAI,SONATA,1999,205,60,R15,2022-12-01 16:28:00,2022-12-07 12:08:00,205,R15
24536,726972,SUV,HYUNDAI,SONATA,1999,205,55,R16,2022-12-01 16:28:00,2022-12-07 12:08:00,205,R16
24537,726973,SUV,HYUNDAI,SONATA,1999,205,55,R16,2022-12-01 16:28:00,,205,R16
24538,726974,SUV,HYUNDAI,SONATA,1999,225,50,R16,2022-12-01 16:28:00,,225,R16
24539,726975,SUV,HYUNDAI,SONATA,1999,195,70,R14,2022-12-01 16:28:00,,195,R14
24540,726976,SUV,HYUNDAI,SONATA,1999,205,60,R15,2022-12-01 16:28:00,,205,R15
24541,726977,SUV,HYUNDAI,SONATA,1999,205,55,R16,2022-12-01 16:28:00,,205,R16
24542,726978,SUV,HYUNDAI,SONATA,1998,205,60,R15,2022-12-01 16:28:00,,205,R15
24543,726979,SUV,HYUNDAI,SONATA,1998,195,70,R14,2022-12-01 16:28:00,,195,R14
24544,726980,SUV,HYUNDAI,SONATA,1998,225,50,R16,2022-12-01 16:28:00,,225,R16
24545,726981,SUV,HYUNDAI,SONATA,1997,205,60,R15,2022-12-01 16:28:00,,205,R15
24546,726982,SUV,HYUNDAI,SONATA,1997,195,70,R14,2022-12-01 16:28:00,,195,R14
24547,726983,SUV,HYUNDAI,SONATA,1997,225,50,R16,2022-12-01 16:28:00,,225,R16
24548,726984,SUV,HYUNDAI,SONATA,1996,195,65,R15,2022-12-01 16:28:00,,195,R15
24549,726985,SUV,HYUNDAI,SONATA,1996,195,70,R14,2022-12-01 16:28:00,,195,R14
24550,726986,SUV,HYUNDAI,SONATA,1996,205,55,R16,2022-12-01 16:28:00,,205,R16
24551,726987,SUV,HYUNDAI,SONATA,1995,195,65,R15,2022-12-01 16:28:00,,195,R15
24552,726988,SUV,HYUNDAI,SONATA,1995,195,70,R14,2022-12-01 16:28:00,,195,R14
24553,726989,SUV,HYUNDAI,SONATA,1995,205,55,R16,2022-12-01 16:28:00,,205,R16
24554,726990,SUV,HYUNDAI,SONATA,1994,195,65,R15,2022-12-01 16:28:00,,195,R15
24555,726991,SUV,HYUNDAI,SONATA,1994,195,70,R14,2022-12-01 16:28:00,,195,R14
24556,726992,SUV,HYUNDAI,SONATA,1994,205,55,R16,2022-12-01 16:28:00,,205,R16
24557,726993,SUV,HYUNDAI,SONATA,1993,195,70,R14,2022-12-01 16:28:00,,195,R14
24558,726994,SUV,HYUNDAI,SONATA,1993,195,65,R15,2022-12-01 16:28:00,,195,R15
24559,726995,SUV,HYUNDAI,SONATA,1993,205,60,R15,2022-12-01 16:28:00,2022-12-07 12:08:00,205,R15
24560,726996,SUV,HYUNDAI,SONATA,1993,205,55,R16,2022-12-01 16:28:00,,205,R16
24561,726997,SUV,HYUNDAI,SONATA,1993,205,60,R15,2022-12-01 16:28:00,,205,R15
24562,726998,SUV,HYUNDAI,SONATA,1993,195,70,R14,2022-12-01 16:28:00,,195,R14
24563,726999,SUV,HYUNDAI,SONATA,1992,195,70,R14,2022-12-01 16:28:00,,195,R14
24564,727000,SUV,HYUNDAI,SONATA,1992,195,65,R15,2022-12-01 16:28:00,,195,R15
24565,727001,SUV,HYUNDAI,SONATA,1992,205,60,R15,2022-12-01 16:28:00,2022-12-07 12:08:00,205,R15
24566,727002,SUV,HYUNDAI,SONATA,1992,205,55,R16,2022-12-01 16:28:00,,205,R16
24567,727003,SUV,HYUNDAI,SONATA,1992,205,60,R15,2022-12-01 16:28:00,,205,R15
24568,727004,SUV,HYUNDAI,SONATA,1992,195,70,R14,2022-12-01 16:28:00,,195,R14
24569,727005,SUV,HYUNDAI,SONATA,1991,195,70,R14,2022-12-01 16:28:00,,195,R14
24570,727006,SUV,HYUNDAI,SONATA,1991,185,70,R14,2022-12-01 16:28:00,,185,R14
24571,727007,SUV,HYUNDAI,SONATA,1991,195,65,R15,2022-12-01 16:28:00,,195,R15
24572,727008,SUV,HYUNDAI,SONATA,1991,205,60,R15,2022-12-01 16:28:00,,205,R15
24573,727009,SUV,HYUNDAI,SONATA,1991,205,55,R16,2022-12-01 16:28:00,,205,R16
24574,727010,SUV,HYUNDAI,SONATA,1991,195,70,R14,2022-12-01 16:28:00,,195,R14
24575,727011,SUV,HYUNDAI,SONATA,1990,195,70,R14,2022-12-01 16:28:00,,195,R14
24576,727012,SUV,HYUNDAI,SONATA,1990,185,70,R14,2022-12-01 16:28:00,,185,R14
24577,727013,SUV,HYUNDAI,SONATA,1990,195,65,R15,2022-12-01 16:28:00,,195,R15
24578,727014,SUV,HYUNDAI,SONATA,1990,205,60,R15,2022-12-01 16:28:00,,205,R15
24579,727015,SUV,HYUNDAI,SONATA,1990,205,55,R16,2022-12-01 16:28:00,,205,R16
24580,727016,SUV,HYUNDAI,SONATA,1990,195,70,R14,2022-12-01 16:28:00,,195,R14
24581,727017,SUV,HYUNDAI,SONATA,1989,195,70,R14,2022-12-01 16:28:00,,195,R14
24582,727018,SUV,HYUNDAI,SONATA,1989,185,70,R14,2022-12-01 16:28:00,,185,R14
24583,727019,SUV,HYUNDAI,SONATA,1989,195,65,R15,2022-12-01 16:28:00,,195,R15
24584,727020,SUV,HYUNDAI,SONATA,1989,205,60,R15,2022-12-01 16:28:00,,205,R15
24585,727021,SUV,HYUNDAI,SONATA,1989,205,55,R16,2022-12-01 16:28:00,,205,R16
24586,727022,SUV,HYUNDAI,SONATA,1989,195,70,R14,2022-12-01 16:28:00,,195,R14
24587,727023,SUV,HYUNDAI,SONATA,1988,195,70,R14,2022-12-01 16:28:00,,195,R14
24588,727024,SUV,HYUNDAI,SONATA,1988,195,65,R15,2022-12-01 16:28:00,,195,R15
24589,727025,SUV,HYUNDAI,SONATA,1988,205,55,R16,2022-12-01 16:28:00,,205,R16
24590,727026,SUV,HYUNDAI,SONATA,1987,185,70,R14,2022-12-01 16:28:00,,185,R14
24591,727027,SUV,HYUNDAI,SONATA,1987,195,60,R15,2022-12-01 16:28:00,,195,R15
24592,727028,SUV,HYUNDAI,SONATA,1986,185,70,R14,2022-12-01 16:28:00,,185,R14
24593,727029,SUV,HYUNDAI,SONATA,1986,195,60,R15,2022-12-01 16:28:00,,195,R15
24594,727030,SUV,HYUNDAI,SONATA,1985,185,70,R14,2022-12-01 16:28:00,,185,R14
24595,727031,SUV,HYUNDAI,SONATA,1985,195,60,R15,2022-12-01 16:28:00,,195,R15
24596,727032,,HYUNDAI,QX60 HYBRID,2022,205,65,R16,2022-12-01 16:28:00,,205,R16
24597,727033,,HYUNDAI,QX60 HYBRID,2022,215,55,R17,2022-12-01 16:28:00,,215,R17
24598,727034,,HYUNDAI,QX60 HYBRID,2022,215,60,R16,2022-12-01 16:28:00,,215,R16
24599,727035,,HYUNDAI,QX60 HYBRID,2022,235,45,R18,2022-12-01 16:28:00,,235,R18
24600,727036,,HYUNDAI,QX60 HYBRID,2022,245,40,R19,2022-12-01 16:28:00,,245,R19
24601,727037,,HYUNDAI,QX60 HYBRID,2021,205,65,R16,2022-12-01 16:28:00,,205,R16
24602,727038,,HYUNDAI,QX60 HYBRID,2021,215,55,R17,2022-12-01 16:28:00,,215,R17
24603,727039,,HYUNDAI,QX60 HYBRID,2021,215,60,R16,2022-12-01 16:28:00,,215,R16
24604,727040,,HYUNDAI,QX60 HYBRID,2021,235,45,R18,2022-12-01 16:28:00,,235,R18
24605,727041,,HYUNDAI,QX60 HYBRID,2021,245,40,R19,2022-12-01 16:28:00,,245,R19
24606,727042,,HYUNDAI,QX60 HYBRID,2020,205,65,R16,2022-12-01 16:28:00,,205,R16
24607,727043,,HYUNDAI,QX60 HYBRID,2020,215,55,R17,2022-12-01 16:28:00,,215,R17
24608,727044,,HYUNDAI,QX60 HYBRID,2020,215,60,R16,2022-12-01 16:28:00,,215,R16
24609,727045,,HYUNDAI,QX60 HYBRID,2020,235,45,R18,2022-12-01 16:28:00,,235,R18
24610,727046,,HYUNDAI,QX60 HYBRID,2020,245,40,R19,2022-12-01 16:28:00,,245,R19
24611,727047,,HYUNDAI,QX60 HYBRID,2019,205,65,R16,2022-12-01 16:28:00,,205,R16
24612,727048,,HYUNDAI,QX60 HYBRID,2019,215,55,R17,2022-12-01 16:28:00,,215,R17
24613,727049,,HYUNDAI,QX60 HYBRID,2019,215,50,R18,2022-12-01 16:28:00,,215,R18
24614,727050,,HYUNDAI,QX60 HYBRID,2019,225,45,R18,2022-12-01 16:28:00,,225,R18
24615,727051,,HYUNDAI,QX60 HYBRID,2018,205,65,R16,2022-12-01 16:28:00,,205,R16
24616,727052,,HYUNDAI,QX60 HYBRID,2018,215,55,R17,2022-12-01 16:28:00,,215,R17
24617,727053,,HYUNDAI,QX60 HYBRID,2018,215,50,R18,2022-12-01 16:28:00,,215,R18
24618,727054,,HYUNDAI,QX60 HYBRID,2018,225,45,R18,2022-12-01 16:28:00,,225,R18
24619,727055,,HYUNDAI,QX60 HYBRID,2017,205,65,R16,2022-12-01 16:28:00,,205,R16
24620,727056,,HYUNDAI,QX60 HYBRID,2017,215,55,R17,2022-12-01 16:28:00,,215,R17
24621,727057,,HYUNDAI,QX60 HYBRID,2017,225,45,R18,2022-12-01 16:28:00,,225,R18
24622,727058,,HYUNDAI,QX60 HYBRID,2017,215,50,R18,2022-12-01 16:28:00,,215,R18
24623,727059,,HYUNDAI,QX60 HYBRID,2016,205,65,R16,2022-12-01 16:28:00,,205,R16
24624,727060,,HYUNDAI,QX60 HYBRID,2016,215,55,R17,2022-12-01 16:28:00,,215,R17
24625,727061,,HYUNDAI,QX60 HYBRID,2016,225,45,R18,2022-12-01 16:28:00,,225,R18
24626,727062,,HYUNDAI,QX60 HYBRID,2016,215,50,R18,2022-12-01 16:28:00,,215,R18
24627,727063,,HYUNDAI,QX60 HYBRID,2015,205,65,R16,2022-12-01 16:28:00,,205,R16
24628,727064,,HYUNDAI,QX60 HYBRID,2015,215,55,R17,2022-12-01 16:28:00,,215,R17
24629,727065,,HYUNDAI,QX60 HYBRID,2015,215,50,R18,2022-12-01 16:28:00,,215,R18
24630,727066,,HYUNDAI,QX60 HYBRID,2015,225,45,R18,2022-12-01 16:28:00,,225,R18
24631,727067,,HYUNDAI,QX60 HYBRID,2014,205,65,R16,2022-12-01 16:28:00,,205,R16
24632,727068,,HYUNDAI,QX60 HYBRID,2014,215,55,R17,2022-12-01 16:28:00,,215,R17
24633,727069,,HYUNDAI,QX60 HYBRID,2014,215,50,R18,2022-12-01 16:28:00,,215,R18
24634,727070,,HYUNDAI,QX60 HYBRID,2014,225,45,R18,2022-12-01 16:28:00,,225,R18
24635,727071,,HYUNDAI,QX60 HYBRID,2013,205,65,R16,2022-12-01 16:28:00,,205,R16
24636,727072,,HYUNDAI,QX60 HYBRID,2013,215,55,R17,2022-12-01 16:28:00,,215,R17
24637,727073,,HYUNDAI,QX60 HYBRID,2013,215,50,R18,2022-12-01 16:28:00,,215,R18
24638,727074,,HYUNDAI,QX60 HYBRID,2013,225,45,R18,2022-12-01 16:28:00,,225,R18
24639,727075,,HYUNDAI,QX60 HYBRID,2012,205,65,R16,2022-12-01 16:28:00,,205,R16
24640,727076,,HYUNDAI,QX60 HYBRID,2012,215,55,R17,2022-12-01 16:28:00,,215,R17
24641,727077,,HYUNDAI,QX60 HYBRID,2012,215,50,R18,2022-12-01 16:28:00,,215,R18
24642,727078,,HYUNDAI,QX60 HYBRID,2012,225,45,R18,2022-12-01 16:28:00,,225,R18
24643,727079,,HYUNDAI,QX60 HYBRID,2011,205,65,R16,2022-12-01 16:28:00,,205,R16
24644,727080,,HYUNDAI,QX60 HYBRID,2011,215,55,R17,2022-12-01 16:28:00,,215,R17
24645,727081,,HYUNDAI,QX60 HYBRID,2011,215,50,R18,2022-12-01 16:28:00,,215,R18
24646,727082,,HYUNDAI,QX60 HYBRID,2011,225,45,R18,2022-12-01 16:28:00,,225,R18
24647,727083,,HYUNDAI,,2022,185,65,R15,2022-12-01 16:28:00,,185,R15
24648,727084,,HYUNDAI,,2022,205,55,R16,2022-12-01 16:28:00,,205,R16
24649,727085,,HYUNDAI,,2022,215,65,R17,2022-12-01 16:28:00,,215,R17
24650,727086,,HYUNDAI,,2022,235,55,R18,2022-12-01 16:28:00,,235,R18
24651,727087,,HYUNDAI,,2021,215,65,R17,2022-12-01 16:28:00,,215,R17
24652,727088,,HYUNDAI,,2021,235,55,R18,2022-12-01 16:28:00,,235,R18
24653,727089,SUV,HYUNDAI,TUCSON,2022,235,65,R17,2022-12-01 16:28:00,,235,R17
24654,727090,SUV,HYUNDAI,TUCSON,2022,235,55,R19,2022-12-01 16:28:00,,235,R19
24655,727091,SUV,HYUNDAI,TUCSON,2022,235,55,R18,2022-12-01 16:28:00,,235,R18
24656,727092,SUV,HYUNDAI,TUCSON,2022,235,50,R20,2022-12-01 16:28:00,,235,R20
24657,727093,SUV,HYUNDAI,TUCSON,2022,235,60,R18,2022-12-01 16:28:00,,235,R18
24658,727094,SUV,HYUNDAI,TUCSON,2022,215,65,R17,2022-12-01 16:28:00,,215,R17
24659,727095,SUV,HYUNDAI,TUCSON,2022,235,60,R17,2022-12-01 16:28:00,,235,R17
24660,727096,SUV,HYUNDAI,TUCSON,2022,235,50,R19,2022-12-01 16:28:00,,235,R19
24661,727097,SUV,HYUNDAI,TUCSON,2021,225,60,R17,2022-12-01 16:28:00,,225,R17
24662,727098,SUV,HYUNDAI,TUCSON,2021,225,55,R18,2022-12-01 16:28:00,,225,R18
24663,727099,SUV,HYUNDAI,TUCSON,2021,225,50,R19,2022-12-01 16:28:00,,225,R19
24664,727100,SUV,HYUNDAI,TUCSON,2021,245,45,R19,2022-12-01 16:28:00,,245,R19
24665,727101,SUV,HYUNDAI,TUCSON,2021,245,50,R18,2022-12-01 16:28:00,,245,R18
24666,727102,SUV,HYUNDAI,TUCSON,2021,245,40,R20,2022-12-01 16:28:00,,245,R20
24667,727103,SUV,HYUNDAI,TUCSON,2021,235,65,R17,2022-12-01 16:28:00,,235,R17
24668,727104,SUV,HYUNDAI,TUCSON,2021,235,55,R19,2022-12-01 16:28:00,,235,R19
24669,727105,SUV,HYUNDAI,TUCSON,2021,235,60,R18,2022-12-01 16:28:00,,235,R18
24670,727106,SUV,HYUNDAI,TUCSON,2021,235,50,R20,2022-12-01 16:28:00,,235,R20
24671,727107,SUV,HYUNDAI,TUCSON,2020,225,60,R17,2022-12-01 16:28:00,,225,R17
24672,727108,SUV,HYUNDAI,TUCSON,2020,225,55,R18,2022-12-01 16:28:00,,225,R18
24673,727109,SUV,HYUNDAI,TUCSON,2020,225,50,R19,2022-12-01 16:28:00,,225,R19
24674,727110,SUV,HYUNDAI,TUCSON,2020,245,45,R19,2022-12-01 16:28:00,,245,R19
24675,727111,SUV,HYUNDAI,TUCSON,2020,245,50,R18,2022-12-01 16:28:00,,245,R18
24676,727112,SUV,HYUNDAI,TUCSON,2020,245,40,R20,2022-12-01 16:28:00,,245,R20
24677,727113,SUV,HYUNDAI,TUCSON,2019,225,60,R17,2022-12-01 16:28:00,,225,R17
24678,727114,SUV,HYUNDAI,TUCSON,2019,225,55,R18,2022-12-01 16:28:00,,225,R18
24679,727115,SUV,HYUNDAI,TUCSON,2019,225,50,R19,2022-12-01 16:28:00,,225,R19
24680,727116,SUV,HYUNDAI,TUCSON,2019,245,45,R19,2022-12-01 16:28:00,,245,R19
24681,727117,SUV,HYUNDAI,TUCSON,2019,245,50,R18,2022-12-01 16:28:00,,245,R18
24682,727118,SUV,HYUNDAI,TUCSON,2019,245,40,R20,2022-12-01 16:28:00,,245,R20
24683,727119,SUV,HYUNDAI,TUCSON,2018,245,45,R19,2022-12-01 16:28:00,,245,R19
24684,727120,SUV,HYUNDAI,TUCSON,2018,225,60,R17,2022-12-01 16:28:00,,225,R17
24685,727121,SUV,HYUNDAI,TUCSON,2018,225,55,R18,2022-12-01 16:28:00,,225,R18
24686,727122,SUV,HYUNDAI,TUCSON,2018,245,40,R20,2022-12-01 16:28:00,,245,R20
24687,727123,SUV,HYUNDAI,TUCSON,2018,245,50,R18,2022-12-01 16:28:00,,245,R18
24688,727124,SUV,HYUNDAI,TUCSON,2018,215,70,R16,2022-12-01 16:28:00,,215,R16
24689,727125,SUV,HYUNDAI,TUCSON,2018,215,65,R17,2022-12-01 16:28:00,,215,R17
24690,727126,SUV,HYUNDAI,TUCSON,2018,225,50,R19,2022-12-01 16:28:00,,225,R19
24691,727127,SUV,HYUNDAI,TUCSON,2017,225,60,R17,2022-12-01 16:28:00,,225,R17
24692,727128,SUV,HYUNDAI,TUCSON,2017,225,55,R18,2022-12-01 16:28:00,,225,R18
24693,727129,SUV,HYUNDAI,TUCSON,2017,235,45,R19,2022-12-01 16:28:00,,235,R19
24694,727130,SUV,HYUNDAI,TUCSON,2017,245,45,R19,2022-12-01 16:28:00,,245,R19
24695,727131,SUV,HYUNDAI,TUCSON,2017,245,40,R20,2022-12-01 16:28:00,,245,R20
24696,727132,SUV,HYUNDAI,TUCSON,2017,215,70,R16,2022-12-01 16:28:00,,215,R16
24697,727133,SUV,HYUNDAI,TUCSON,2017,215,65,R17,2022-12-01 16:28:00,,215,R17
24698,727134,SUV,HYUNDAI,TUCSON,2017,225,50,R19,2022-12-01 16:28:00,,225,R19
24699,727135,SUV,HYUNDAI,TUCSON,2016,225,60,R17,2022-12-01 16:28:00,,225,R17
24700,727136,SUV,HYUNDAI,TUCSON,2016,225,55,R18,2022-12-01 16:28:00,,225,R18
24701,727137,SUV,HYUNDAI,TUCSON,2016,235,45,R19,2022-12-01 16:28:00,,235,R19
24702,727138,SUV,HYUNDAI,TUCSON,2016,245,45,R19,2022-12-01 16:28:00,,245,R19
24703,727139,SUV,HYUNDAI,TUCSON,2016,245,40,R20,2022-12-01 16:28:00,,245,R20
24704,727140,SUV,HYUNDAI,TUCSON,2016,215,70,R16,2022-12-01 16:28:00,,215,R16
24705,727141,SUV,HYUNDAI,TUCSON,2016,215,65,R17,2022-12-01 16:28:00,,215,R17
24706,727142,SUV,HYUNDAI,TUCSON,2016,225,50,R19,2022-12-01 16:28:00,,225,R19
24707,727143,SUV,HYUNDAI,TUCSON,2015,225,60,R17,2022-12-01 16:28:00,,225,R17
24708,727144,SUV,HYUNDAI,TUCSON,2015,215,70,R16,2022-12-01 16:28:00,,215,R16
24709,727145,SUV,HYUNDAI,TUCSON,2015,225,55,R18,2022-12-01 16:28:00,,225,R18
24710,727146,SUV,HYUNDAI,TUCSON,2015,245,45,R19,2022-12-01 16:28:00,,245,R19
24711,727147,SUV,HYUNDAI,TUCSON,2015,215,65,R17,2022-12-01 16:28:00,,215,R17
24712,727148,SUV,HYUNDAI,TUCSON,2015,225,50,R19,2022-12-01 16:28:00,,225,R19
24713,727149,SUV,HYUNDAI,TUCSON,2014,225,60,R17,2022-12-01 16:28:00,,225,R17
24714,727150,SUV,HYUNDAI,TUCSON,2014,215,70,R16,2022-12-01 16:28:00,,215,R16
24715,727151,SUV,HYUNDAI,TUCSON,2014,225,55,R18,2022-12-01 16:28:00,,225,R18
24716,727152,SUV,HYUNDAI,TUCSON,2014,245,45,R19,2022-12-01 16:28:00,,245,R19
24717,727153,SUV,HYUNDAI,TUCSON,2013,225,60,R17,2022-12-01 16:28:00,,225,R17
24718,727154,SUV,HYUNDAI,TUCSON,2013,215,70,R16,2022-12-01 16:28:00,,215,R16
24719,727155,SUV,HYUNDAI,TUCSON,2013,225,55,R18,2022-12-01 16:28:00,,225,R18
24720,727156,SUV,HYUNDAI,TUCSON,2013,245,45,R19,2022-12-01 16:28:00,,245,R19
24721,727157,SUV,HYUNDAI,TUCSON,2012,225,60,R17,2022-12-01 16:28:00,,225,R17
24722,727158,SUV,HYUNDAI,TUCSON,2012,215,70,R16,2022-12-01 16:28:00,,215,R16
24723,727159,SUV,HYUNDAI,TUCSON,2012,225,55,R18,2022-12-01 16:28:00,,225,R18
24724,727160,SUV,HYUNDAI,TUCSON,2012,245,45,R19,2022-12-01 16:28:00,,245,R19
24725,727161,SUV,HYUNDAI,TUCSON,2011,225,60,R17,2022-12-01 16:28:00,,225,R17
24726,727162,SUV,HYUNDAI,TUCSON,2011,215,70,R16,2022-12-01 16:28:00,,215,R16
24727,727163,SUV,HYUNDAI,TUCSON,2011,225,55,R18,2022-12-01 16:28:00,,225,R18
24728,727164,SUV,HYUNDAI,TUCSON,2011,245,45,R19,2022-12-01 16:28:00,,245,R19
24729,727165,SUV,HYUNDAI,TUCSON,2010,225,60,R17,2022-12-01 16:28:00,,225,R17
24730,727166,SUV,HYUNDAI,TUCSON,2010,215,70,R16,2022-12-01 16:28:00,,215,R16
24731,727167,SUV,HYUNDAI,TUCSON,2010,225,55,R18,2022-12-01 16:28:00,,225,R18
24732,727168,SUV,HYUNDAI,TUCSON,2010,245,45,R19,2022-12-01 16:28:00,,245,R19
24733,727169,SUV,HYUNDAI,TUCSON,2010,215,65,R16,2022-12-01 16:28:00,,215,R16
24734,727170,SUV,HYUNDAI,TUCSON,2010,235,55,R17,2022-12-01 16:28:00,,235,R17
24735,727171,SUV,HYUNDAI,TUCSON,2009,215,65,R16,2022-12-01 16:28:00,,215,R16
24736,727172,SUV,HYUNDAI,TUCSON,2009,235,55,R17,2022-12-01 16:28:00,,235,R17
24737,727173,SUV,HYUNDAI,TUCSON,2008,215,65,R16,2022-12-01 16:28:00,,215,R16
24738,727174,SUV,HYUNDAI,TUCSON,2008,235,55,R17,2022-12-01 16:28:00,,235,R17
24739,727175,SUV,HYUNDAI,TUCSON,2007,215,65,R16,2022-12-01 16:28:00,,215,R16
24740,727176,SUV,HYUNDAI,TUCSON,2007,235,55,R17,2022-12-01 16:28:00,,235,R17
24741,727177,SUV,HYUNDAI,TUCSON,2006,215,65,R16,2022-12-01 16:28:00,,215,R16
24742,727178,SUV,HYUNDAI,TUCSON,2006,235,55,R17,2022-12-01 16:28:00,,235,R17
24743,727179,SUV,HYUNDAI,TUCSON,2005,215,65,R16,2022-12-01 16:28:00,,215,R16
24744,727180,SUV,HYUNDAI,TUCSON,2005,235,55,R17,2022-12-01 16:28:00,,235,R17
24745,727181,SUV,HYUNDAI,TUCSON,2005,225,55,R17,2022-12-01 16:28:00,,225,R17
24746,727182,SUV,HYUNDAI,TUCSON,2004,215,65,R16,2022-12-01 16:28:00,,215,R16
24747,727183,SUV,HYUNDAI,TUCSON,2004,235,55,R17,2022-12-01 16:28:00,,235,R17
24748,727184,SUV,HYUNDAI,TUCSON,2004,225,55,R17,2022-12-01 16:28:00,,225,R17
24749,727185,,HYUNDAI,TUCSON,2022,235,65,R17,2022-12-01 16:28:00,,235,R17
24750,727186,,HYUNDAI,TUCSON,2022,235,60,R18,2022-12-01 16:28:00,,235,R18
24751,727187,,HYUNDAI,TUCSON,2022,235,55,R19,2022-12-01 16:28:00,,235,R19
24752,727188,,HYUNDAI,TUCSON,2022,235,50,R20,2022-12-01 16:28:00,,235,R20
24753,727189,,HYUNDAI,TUCSON,2021,235,65,R17,2022-12-01 16:28:00,,235,R17
24754,727190,,HYUNDAI,TUCSON,2021,235,60,R18,2022-12-01 16:28:00,,235,R18
24755,727191,,HYUNDAI,TUCSON,2021,235,55,R19,2022-12-01 16:28:00,,235,R19
24756,727192,,HYUNDAI,TUCSON,2021,235,50,R20,2022-12-01 16:28:00,,235,R20
24757,727193,,HYUNDAI,TUCSON,2020,235,65,R17,2022-12-01 16:28:00,,235,R17
24758,727194,,HYUNDAI,TUCSON,2020,235,60,R18,2022-12-01 16:28:00,,235,R18
24759,727195,,HYUNDAI,TUCSON,2020,235,55,R19,2022-12-01 16:28:00,,235,R19
24760,727196,,HYUNDAI,TUCSON,2020,235,50,R20,2022-12-01 16:28:00,,235,R20
24761,727197,,HYUNDAI,,2021,225,40,R18,2022-12-01 16:28:00,,225,R18
24762,727198,,HYUNDAI,,2021,215,45,R17,2022-12-01 16:28:00,,215,R17
24763,727199,,HYUNDAI,,2020,225,40,R18,2022-12-01 16:28:00,,225,R18
24764,727200,,HYUNDAI,,2020,215,45,R17,2022-12-01 16:28:00,,215,R17
24765,727201,,HYUNDAI,,2019,225,40,R18,2022-12-01 16:28:00,,225,R18
24766,727202,,HYUNDAI,,2019,215,45,R17,2022-12-01 16:28:00,,215,R17
24767,727203,,HYUNDAI,,2018,215,45,R17,2022-12-01 16:28:00,,215,R17
24768,727204,,HYUNDAI,,2018,215,40,R18,2022-12-01 16:28:00,,215,R18
24769,727205,,HYUNDAI,,2018,225,40,R18,2022-12-01 16:28:00,,225,R18
24770,727206,,HYUNDAI,,2017,215,45,R17,2022-12-01 16:28:00,,215,R17
24771,727207,,HYUNDAI,,2017,215,40,R18,2022-12-01 16:28:00,,215,R18
24772,727208,,HYUNDAI,,2017,225,40,R18,2022-12-01 16:28:00,,225,R18
24773,727209,,HYUNDAI,,2016,215,45,R17,2022-12-01 16:28:00,,215,R17
24774,727210,,HYUNDAI,,2016,215,40,R18,2022-12-01 16:28:00,,215,R18
